Station;Date Releve;Heure;Num Releve;Conductivite;Salinite;Comm Salinite;Temperature;Ph;Redox;Oxygene;Saturation;Niveau Ngf;Comm Ngf;Niveau Relatif;Niveau 0;Turbidite;Couleur;Macrophyte;Remarques
Etangs du Grand Bagnas - LONGE;17/09/2025;10:50;;1.225;0.4;;19.8;;;1.32;14.2;0.63;;;;30;;;vent nul
Etangs du Grand Bagnas - MareB5roseau piezo;17/09/2025;11:29;;55;36.2;;20.8;;;;;;;0.68;;;;;vent nul
Etangs du Grand Bagnas - MareB5roseau;17/09/2025;11:29;;1.493;0.6;;22.2;;;3.33;37.5;;;0.24;;75;;;vent nul
Etangs du Grand Bagnas - Scirpaie GB8 piezo;17/09/2025;11:50;;;;;;;;;;;;;0;;;;vent nul
Etangs du Grand Bagnas - Scirpaie GB8;17/09/2025;11:50;;;;;;;;;;0.1;;;0;;;;vent nul
Etangs du Grand Bagnas - Pioch couguioul;17/09/2025;12:05;;5.09;2.7;;22.1;;;3.73;41.9;0.61;;;;75;;;vent nul
Etangs du Grand Bagnas - Pairollet Piezo;17/09/2025;13:30;;71.3;49.2;;25.2;;;;;;;0.92;0;;;;vent nul
Etangs du Grand Bagnas - Pairollet;17/09/2025;13:30;;;;;;;;;;;;;0;;;;vent nul
Etangs du Grand Bagnas - PB3 Piezo;17/09/2025;13:50;;160.8;;OFL;25.9;;;;;;;1.18;;;;;vent nul
Etangs du Grand Bagnas - PB3;17/09/2025;13:50;;;;;;;;;;;;;0;;;;vent nul
Etangs du Grand Bagnas - Rieu nord piezo;17/09/2025;14:05;;106.1;;OFL;23.9;;;;;;;1.57;;;;;vent nul
Etangs du Grand Bagnas - Rieu nord;17/09/2025;14:05;;95.7;69.7;;27.3;;;2.66;33.5;0.11;;;;300;;;vent nul
Etangs du Grand Bagnas - PB4 piezo;17/09/2025;14:20;;124.3;;OFL;25.2;;;;;;;1.375;;;;;vent nul
Etangs du Grand Bagnas - PB4;17/09/2025;14:20;;;;;;;;;;;;;;;;;vent nul
Etangs du Grand Bagnas - Mare pelo - 3 piezo;17/09/2025;14:40;;4.05;2.1;;21.9;;;;;;;1.19;;;;;vent nul
Etangs du Grand Bagnas - Mare pelo - 3;17/09/2025;14:40;;;;;;;;;;;;;0;;;;vent nul
Etangs du Grand Bagnas - Mare pelo Piezo;17/09/2025;14:50;;43.6;28.1;;25.8;;;;;;;1.01;;;;;vent nul
Etangs du Grand Bagnas - Mare aux pelobates;17/09/2025;14:50;;80.8;57;;26;;;9.01;110.4;-0.02;;;;30;;;vent nul
Etangs du Grand Bagnas - canal du midi martelliere;03/09/2025;08:43;;1.034;0.3;;22.2;;;2.94;34;;;-0.017;;20;;;vent nul
Etangs du Grand Bagnas - EID Piezo;05/09/2025;11:48;;20.2;12.1;21_4;;;;;;;;;;;;;vent nul_chemin refermé par les roseaux le 03/09/2025_ rouvert le 05/09/2025_ mesure prise ce jour là
Etangs du Grand Bagnas - EID;05/09/2025;11:48;;2.01;0.9;20_6;;;;1.15;12.7;;;0.31;;20;;;vent nul_chemin refermé par les roseaux le 03/09/2025_ rouvert le 05/09/2025_ mesure prise ce jour là
Etangs du Grand Bagnas - echelleGB2piezo;03/09/2025;09:38;;36.3;22.8;;21.5;;;;;;;0.8;;;;;vent nul
Etangs du Grand Bagnas - echelleGB2;03/09/2025;09:38;;16.98;10;;21.2;;;6.13;69.2;;;;;40;;;vent nul
Etangs du Grand Bagnas - TB5 centre piezo;03/09/2025;09:49;;10.21;5.8;;21.8;;;;;;;0.9;;;;;vent nul
Etangs du Grand Bagnas - TB5 centre;03/09/2025;09:49;;16.16;9.5;;19;;;0.83;9.8;-0.04;;;;100;;;vent nul
Etangs du Grand Bagnas - Petit Pont;03/09/2025;10:00;;26.3;15;;20.4;;;2.2;24.2;0.22;;;;30;;;vent nul
Etangs du Grand Bagnas - Canal de l'ouest;03/09/2025;10:00;;1.72;0.7;;22.8;;;2.72;31.5;;;1.3;;200;;;vent nul
Etangs du Grand Bagnas - LONGE;03/09/2025;10:12;;1.484;0.6;;21.9;;;1.38;15.6;0.72;;;;75;;;vent nul
Etangs du Grand Bagnas - MareB5roseau piezo;03/09/2025;10:28;;54.4;35.8;;21.7;;;;;;;0.67;;;;;vent nul
Etangs du Grand Bagnas - MareB5roseau;03/09/2025;10:28;;1.583;0.6;;22.1;;;2.53;28.4;;;0.27;;100;;;vent nul
Etangs du Grand Bagnas - Scirpaie GB8 piezo;03/09/2025;10:39;;;;;;;;;;;;;0;;;;vent nul
Etangs du Grand Bagnas - Scirpaie GB8;03/09/2025;10:39;;;;;;;;;;;;;0;;;;vent nul
Etangs du Grand Bagnas - Pioch couguioul;03/09/2025;10:59;;6.27;3.4;;23.6;;;7.95;93.4;0.7;;;;100;;;vent nul
Etangs du Grand Bagnas - Pairollet Piezo;03/09/2025;11:04;;70.3;48.4;;25;;;;;;;0.89;;;;;vent nul
Etangs du Grand Bagnas - Pairollet;03/09/2025;11:04;;;;;;;;;;;;;0;;;;vent nul
Etangs du Grand Bagnas - PB3 Piezo;03/09/2025;11:28;;157.8;;OFL;26.1;;;;;;;1.07;;;;;vent nul
Etangs du Grand Bagnas - PB3;03/09/2025;11:28;;;;;;;;;;;;;0;;;;vent nul
Etangs du Grand Bagnas - Rieu nord piezo;03/09/2025;11:39;;104.3;;OFL;23.7;;;;;;;1.02;;;;;vent nul
Etangs du Grand Bagnas - Rieu nord;03/09/2025;11:39;;83.7;59.2;;25.7;;;4.25;49.8;0.2;;;;50;;;vent nul
Etangs du Grand Bagnas - PB4 piezo;03/09/2025;12:12;;122.3;;OFL;25.9;;;;;;;1.29;;;;;vent nul
Etangs du Grand Bagnas - PB4;03/09/2025;12:12;;;;;;;;;;;;;0;;;;vent nul
Etangs du Grand Bagnas - Mare pelo - 3 piezo;08/09/2025;13:57;;3.25;1.6;;27.3;;;;;;;1.2;;;;;vent nul_erreur de mesure (conducti_ sal_ temp) le 03/09/2025_ mesures reprises le 08/09/2025
Etangs du Grand Bagnas - Mare pelo - 3;08/09/2025;13:57;;3.37;1.7;;22.3;;;5.85;73.3;;;;;10;;;vent nul_erreur de mesure (conducti_ sal_ temp) le 03/09/2025_ mesures reprises le 08/09/2025
Etangs du Grand Bagnas - Mare pelo Piezo;03/09/2025;14:11;;44.9;29.1;;27.8;;;;;;;1.02;;;;;vent nul
Etangs du Grand Bagnas - Mare aux pelobates;03/09/2025;14:11;;80;56.4;;29.1;;;10.75;139.8;-0.04;;;;30;;;vent nul
Etangs du Grand Bagnas - canal du midi martelliere;19/08/2025;08:21;;1.05;0.3;;26.9;;;2.98;36.3;;;-0.26;;20;;;vent modéré
Etangs du Grand Bagnas - EID Piezo;19/08/2025;08:37;;19.35;11.6;;22.3;;;;;;;0.92;;;;;vent modéré
Etangs du Grand Bagnas - EID;19/08/2025;08:37;;;;;;;;;;;;;0;;;;vent modéré
Etangs du Grand Bagnas - echelleGB2piezo;19/08/2025;08:52;;34;21.5;;23.5;;;;;;;1.02;;;;;vent modéré
Etangs du Grand Bagnas - echelleGB2;19/08/2025;08:52;;;;;;;;;;;;;0;;;;vent modéré
Etangs du Grand Bagnas - TB5 centre piezo;19/08/2025;09:05;;9.15;5.2;;24.5;;;;;;;0.96;;;;;vent modéré
Etangs du Grand Bagnas - TB5 centre;19/08/2025;09:05;;37.3;23.6;;23.9;;;1.81;21.2;-0.12;;;;2000;;;vent modéré
Etangs du Grand Bagnas - Petit Pont;19/08/2025;09:25;;39.4;25.1;;27;;;0.28;3.5;0.3;;;;75;;;vent modéré
Etangs du Grand Bagnas - Canal de l'ouest;19/08/2025;09:25;;2.13;0.9;;26.3;;;1.58;19.2;;;1.1;;200;;;vent modéré
Etangs du Grand Bagnas - LONGE;19/08/2025;09:38;;1.527;0.6;;26.5;;;2.37;28.3;0.43;;;;200;;;vent modéré
Etangs du Grand Bagnas - MareB5roseau piezo;19/08/2025;09:55;;54.1;35.8;;24.3;;;;;;;0.66;;;;;vent modéré
Etangs du Grand Bagnas - MareB5roseau;19/08/2025;09:55;;1.631;0.6;;24.9;;;3.98;45.9;;;0.18;;100;;;vent modéré
Etangs du Grand Bagnas - Scirpaie GB8 piezo;19/08/2025;10:05;;;;;;;;;;;;;0;;;;vent modéré
Etangs du Grand Bagnas - Scirpaie GB8;19/08/2025;10:05;;;;;;;;;;-0.03;;;0;;;;vent modéré
Etangs du Grand Bagnas - Pioch couguioul;19/08/2025;10:24;;20.6;12.6;;25;;;4.16;48.8;0.36;;;;75;;;vent modéré
Etangs du Grand Bagnas - Pairollet Piezo;19/08/2025;10:43;;69.4;48.2;;29.2;;;;;;;;;;;;vent modéré
Etangs du Grand Bagnas - Pairollet;19/08/2025;10:43;;;;;;;;;;;;;0;;;;vent modéré
Etangs du Grand Bagnas - PB3 Piezo;19/08/2025;11:15;;151.6;;OFL;28.5;;;;;;;1.14;;;;;vent modéré
Etangs du Grand Bagnas - PB3;19/08/2025;11:15;;;;;;;;;;;;;;;;;vent modéré
Etangs du Grand Bagnas - Rieu nord piezo;19/08/2025;11:24;;101.9;;OFL;29;;;;;;;1.11;;;;;vent modéré
Etangs du Grand Bagnas - Rieu nord;19/08/2025;11:24;;104.7;;OFL;29;;;4.2;51.6;0.25;;;;40;;;vent modéré
Etangs du Grand Bagnas - PB4 piezo;19/08/2025;11:52;;122.3;;OFL;29.2;;;;;;;1.4;;;;;vent modéré
Etangs du Grand Bagnas - PB4;19/08/2025;11:52;;;;;;;;;;;;;0;;;;vent modéré
Etangs du Grand Bagnas - Mare pelo - 3 piezo;19/08/2025;12:07;;3.75;1.9;;25;;;;;;;1.22;;;;;vent modéré
Etangs du Grand Bagnas - Mare pelo - 3;19/08/2025;12:07;;;;;;;;;;;;;0;;;;vent modéré
Etangs du Grand Bagnas - Mare pelo Piezo;19/08/2025;12:16;;43;27.9;;27.8;;;;;;;1.1;;;;;vent modéré
Etangs du Grand Bagnas - Mare aux pelobates;19/08/2025;12:16;;99.8;;OFL;29.1;;;6.28;81.4;-0.29;;;;50;;;vent modéré
Etangs du Grand Bagnas - canal du midi martelliere;06/08/2025;08:18;;1.229;0.4;;24.6;;;4.03;48;;;-0.23;;30;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - EID Piezo;06/08/2025;08:42;;;;;;;;;;;;;0;;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - EID;06/08/2025;08:42;;;;;;;;;;;;;0;;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - echelleGB2piezo;06/08/2025;08:56;;34.2;21.5;;21.9;;;;;;;0.84;;;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - echelleGB2;06/08/2025;08:56;;;;;;;;;;;;;0;;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - TB5 centre piezo;06/08/2025;09:06;;8.71;4.9;;22.6;;;;;;;0.86;;;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - TB5 centre;06/08/2025;09:06;;28.1;17.3;;22;;;1.45;16.4;-0.07;;;;50;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - Petit Pont;06/08/2025;09:20;;27.5;17;;23;;;0.68;7.8;0.2;;;;10;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - Canal de l'ouest;06/08/2025;09:25;;2.03;0.9;;24.4;;;1.71;20.1;;;1.18;;300;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - LONGE;06/08/2025;09:32;;1.38;0.5;;24.2;;;2.7;31.8;0.43;;;;100;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - MareB5roseau piezo;06/08/2025;09:40;;53.9;35.4;;22.2;;;;;;;0.605;;;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - MareB5roseau;06/08/2025;09:45;;3.44;1.7;;22.1;;;7.68;87.5;;;0.14;;200;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - Scirpaie GB8 piezo;06/08/2025;09:55;;;;;;;;;;;;;0;;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - Scirpaie GB8;06/08/2025;09:55;;;;;;;;;;-0.01;;;0;;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - Pioch couguioul;06/08/2025;10:14;;7.93;4.4;;21.8;;;4.51;50.5;0.37;;;;75;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - Pairollet Piezo;06/08/2025;10:30;;68.1;47.4;;26.2;;;;;;;0.825;;;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - Pairollet;06/08/2025;10:30;;115.5;;OFL;26;;;6.36;77.7;0.03;;;;20;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - PB3 Piezo;06/08/2025;10:56;;148.6;;OFL;27.6;;;;;;;1.13;;;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - PB3;06/08/2025;10:56;;;;;;;;;;;;;0;;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - Rieu nord piezo;06/08/2025;11:07;;102;;OFL;25.2;;;;;;;1.12;;;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - Rieu nord;06/08/2025;11:07;;102.5;;OFL;24.4;;;2.62;30.8;0.15;;;;20;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - PB4 piezo;06/08/2025;11:25;;121;;OFL;27.7;;;;;;;1.345;;;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - PB4;06/08/2025;11:25;;;;;;;;;;;;;0;;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - Mare pelo - 3 piezo;06/08/2025;11:35;;4.23;2.2;;23.4;;;;;;;1.26;;;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - Mare pelo - 3;06/08/2025;11:35;;;;;;;;;;;;;0;;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - Mare pelo Piezo;06/08/2025;11:41;;46.6;27.7;;24.4;;;;;;;1.085;;;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - Mare aux pelobates;06/08/2025;11:41;;91;65.3;;26.1;;;6.45;79;-0.09;;;;40;;;vent faible de nord-est_ vent fort de nord-est les jours précédents
Etangs du Grand Bagnas - canal du midi martelliere;24/07/2025;08:32;;1.632;0.6;;25.2;;;2.79;33.7;;;-0.17;;20;;;vent fort de NW
Etangs du Grand Bagnas - EID Piezo;24/07/2025;09:06;;21.6;12.9;;21.3;;;;;;;0.99;;;;;vent fort de NW
Etangs du Grand Bagnas - EID;24/07/2025;09:06;;;;;;;;;;;;;0;;;;vent fort de NW
Etangs du Grand Bagnas - echelleGB2piezo;24/07/2025;09:21;;34.1;21.2;;21.5;;;;;;;0.66;;;;;vent fort de NW
Etangs du Grand Bagnas - echelleGB2;24/07/2025;09:21;;14.19;8.2;;19.3;;;6.31;68.4;;;0.9;;100;;;vent fort de NW
Etangs du Grand Bagnas - TB5 centre piezo;24/07/2025;09:30;;7.69;4.3;;22;;;;;;;0.785;;;;;vent fort de NW
Etangs du Grand Bagnas - TB5 centre;24/07/2025;09:30;;21;12.6;;21.4;;;3.79;42.5;0.02;;;;40;;;vent fort de NW
Etangs du Grand Bagnas - Petit Pont;24/07/2025;10:00;;28.5;17.6;;24.4;;;9.3;79;0.19;;;;10;;;vent fort de NW
Etangs du Grand Bagnas - Canal de l'ouest;24/07/2025;10:00;;5.11;2.7;;24;;;1.04;12.3;;;1.25;;100;;;vent fort de NW
Etangs du Grand Bagnas - LONGE;24/07/2025;10:22;;1.48;0.5;;21.6;;;2.75;30.6;0.25;;;;100;;;vent fort de NW
Etangs du Grand Bagnas - MareB5roseau piezo;24/07/2025;10:43;;53.2;34.9;;22.2;;;;;;;0.54;;;;;vent fort de NW_niveau piezo supérieur au niveau de l'étang
Etangs du Grand Bagnas - MareB5roseau;24/07/2025;10:43;;6.67;3.6;;23.6;;;9.91;116.4;;;0.18;;200;;;vent fort de NW
Etangs du Grand Bagnas - Scirpaie GB8 piezo;24/07/2025;10:51;;27.2;16.7;;23.3;;;;;;;;;;;;vent fort de NW_niveau piezo non relevé
Etangs du Grand Bagnas - Scirpaie GB8;24/07/2025;10:51;;;;;;;;;;0.02;;;0;;;;vent fort de NW
Etangs du Grand Bagnas - Pioch couguioul;24/07/2025;11:22;;40.9;26.2;;24.6;;;4.18;49.9;0.225;;;;;;;vent fort de NW
Etangs du Grand Bagnas - Pairollet Piezo;24/07/2025;11:39;;68.6;47.3;;26.5;;;;;;;0.68;;;;;vent fort de NW
Etangs du Grand Bagnas - Pairollet;24/07/2025;11:39;;74.3;51.8;;29.3;;;8.81;113.9;0.18;;;;5;;;vent fort de NW
Etangs du Grand Bagnas - PB3 Piezo;24/07/2025;13:32;;145.1;;OFL;26.4;;;;;;;1.04;;;;;vent fort de NW
Etangs du Grand Bagnas - PB3;24/07/2025;13:32;;;;;;;;;;;;;0;10;;;vent fort de NW
Etangs du Grand Bagnas - Rieu nord piezo;24/07/2025;11:50;;99.2;;OFL;24.7;;;;;;;1.04;;;;;vent fort de NW
Etangs du Grand Bagnas - Rieu nord;24/07/2025;11:50;;96.1;;OFL;27;;;8.33;104.1;0.18;;;;10;;;vent fort de NW
Etangs du Grand Bagnas - PB4 piezo;24/07/2025;13:45;;120.5;;OFL;26.7;;;;;;;1.25;;;;;vent fort de NW
Etangs du Grand Bagnas - PB4;24/07/2025;13:45;;;;;;;;;;;;;0;;;;vent fort de NW
Etangs du Grand Bagnas - Mare pelo - 3 piezo;24/07/2025;14:00;;3.15;1.5;;22.6;;;;;;;1.16;;;;;vent fort de NW
Etangs du Grand Bagnas - Mare pelo - 3;24/07/2025;14:00;;;;;;;;;;;;;0;;;;vent fort de NW
Etangs du Grand Bagnas - Mare pelo Piezo;24/07/2025;14:17;;42.6;27.4;;25.6;;;;;;;0.98;;;;;vent fort de NW
Etangs du Grand Bagnas - Mare aux pelobates;24/07/2025;14:17;;68.2;46.8;;26.4;;;10.85;135;0.01;;;;40;;;vent fort de NW
Etangs du Grand Bagnas - canal du midi martelliere;10/07/2025;08:21;;1.437;0.5;;23.9;;;4.6;54.7;;;-0.21;;20;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - EID Piezo;10/07/2025;08:47;;21.6;13;;20.5;;;;;;;0.89;;;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - EID;10/07/2025;08:48;;;;;;;;;;;;;0;75;;;pas de vent_ vent de NW les jous précédents_pas d'eau au pied des piezo
Etangs du Grand Bagnas - echelleGB2piezo;10/07/2025;08:58;;33.8;21;;21;;;;;;;0.61;;;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - echelleGB2;10/07/2025;08:58;;12.15;7;;19.3;;;1.33;14.2;;;0.18;;2000;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - TB5 centre piezo;10/07/2025;09:11;;7.48;4.1;;22.4;;;;;;;0.74;;;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - TB5 centre;10/07/2025;09:11;;15.6;9.1;;22.1;;;2.12;24.2;0.06;;;;75;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - Petit Pont;10/07/2025;09:23;;17.1;10.1;;19.8;;;3.61;39.1;0.18;;;;5;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - Canal de l'ouest;10/07/2025;09:24;;4.76;2.5;;22.4;;;1.8;21;;;1.25;;200;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - LONGE;10/07/2025;09:33;;1.258;0.4;;21.3;;;1.83;20.7;0.35;;;;50;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - MareB5roseau piezo;10/07/2025;09:41;;51.6;33.8;;22.8;;;;;;;0.5;;;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - MareB5roseau;10/07/2025;09:44;;5.18;2.7;;22.3;;;6.58;75.4;;;0.25;;200;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - Scirpaie GB8 piezo;10/07/2025;09:53;;27.7;16.9;;22.2;;;;;;;0.69;;;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - Scirpaie GB8;10/07/2025;09:53;;22.7;13.7;;20.7;;;2.1;23.5;0.08;;0.03;;20;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - Pioch couguioul;10/07/2025;10:17;;11.56;6.7;;24.5;;;5.89;68.7;0.3;;;;200;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - Pairollet Piezo;10/07/2025;10:31;;69;47.3;;25;;;;;;;0.72;;;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - Pairollet;10/07/2025;10:32;;84.4;61.5;;26.8;;;5.76;69.7;0.11;;;;5;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - PB3 Piezo;10/07/2025;10:51;;155.7;;OFL;28.9;;;;;;;1.13;;;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - PB3;10/07/2025;;;;;;;;;;;;;;0;;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - Rieu nord piezo;10/07/2025;10:58;;99.1;;OFL;25.2;;;;;;;1.11;;;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - Rieu nord;10/07/2025;10:59;;114.4;;OFL;25.3;;;5.14;62.2;0.12;;;;40;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - PB4 piezo;10/07/2025;11:33;;118.8;;OFL;28.6;;;;;;;1.32;;;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - PB4;10/07/2025;;;;;;;;;;;;;;0;;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - Mare pelo - 3 piezo;10/07/2025;11:50;;37.3;1.9;;24;;;;;;;1.13;;;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - Mare pelo - 3;10/07/2025;;;;;;;;;;;;;;0;;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - Mare pelo Piezo;10/07/2025;12:01;;41.8;26.9;;25.6;;;;;;;1.07;;;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - Mare aux pelobates;10/07/2025;12:02;;83;59;;28;;;12.75;163.6;-0.12;;;;100;;;pas de vent_ vent de NW les jous précédents
Etangs du Grand Bagnas - canal du midi martelliere;26/06/2025;08:55;;1.47;0.7;;28.4;;;4.53;57.9;;;-0.17;;20;;;vent faible de nord-ouest
Etangs du Grand Bagnas - EID Piezo;26/06/2025;09:30;;26.8;16.4;;21.7;;;;;;;0.94;;;;;vent faible de nord-ouest
Etangs du Grand Bagnas - EID;26/06/2025;09:30;;;;;;;;;;;;;0;;;;vent faible de nord-ouest_quelques flaques
Etangs du Grand Bagnas - echelleGB2piezo;26/06/2025;09:42;;31.9;19.9;;24.7;;;;;;;0.5;;;;;vent faible de nord-ouest
Etangs du Grand Bagnas - echelleGB2;26/06/2025;09:42;;9.37;5.3;;24.7;;;3.18;38;;;0.23;;20;;;vent faible de nord-ouest
Etangs du Grand Bagnas - TB5 centre piezo;26/06/2025;10:04;;6.41;3.5;;26.4;;;;;;;0.64;;;;;vent faible de nord-ouest
Etangs du Grand Bagnas - TB5 centre;26/06/2025;10:04;;11.48;6.6;;25.7;;;3.12;37.8;0.17;;;;30;;;vent faible de nord-ouest
Etangs du Grand Bagnas - Petit Pont;26/06/2025;10:20;;19.11;11.4;;27.9;;;2.7;33.9;0.26;;;;10;;;vent faible de nord-ouest
Etangs du Grand Bagnas - Canal de l'ouest;26/06/2025;10:20;;3.01;1.6;;27.2;;;2.5;31.1;;;1.34;;200;;;vent faible de nord-ouest
Etangs du Grand Bagnas - LONGE;26/06/2025;10:40;;1.34;0.6;;25.2;;;3.18;38.1;0.25;;;;75;;;vent faible de nord-ouest
Etangs du Grand Bagnas - MareB5roseau piezo;26/06/2025;10:54;;52.4;34.6;;25.7;;;;;;;0.44;;;;;vent faible de nord-ouest_niveau piezo sup au niveau de l'etang
Etangs du Grand Bagnas - MareB5roseau;26/06/2025;10:54;;4.63;2.5;;27.1;;;5.92;73.2;;;0.34;;200;;;vent faible de nord-ouest
Etangs du Grand Bagnas - Scirpaie GB8 piezo;26/06/2025;11:07;;29.2;18.1;;25.7;;;;;;;0.565;;;;;vent faible de nord-ouest
Etangs du Grand Bagnas - Scirpaie GB8;26/06/2025;11:07;;15.57;9.1;;26;;;6.55;80.2;0.18;;0.18;;20;;;vent faible de nord-ouest
Etangs du Grand Bagnas - Pioch couguioul;26/06/2025;11:31;;19.38;11.6;;28.5;;;9.72;124.4;0.25;;;;200;;;vent faible de nord-ouest
Etangs du Grand Bagnas - Pairollet Piezo;26/06/2025;11:48;;67.6;46.7;;29.2;;;;;;;0.62;;;;;vent faible de nord-ouest
Etangs du Grand Bagnas - Pairollet;26/06/2025;11:48;;64.2;43.8;;30.6;;;3.84;50.8;0.25;;;;5;;;vent faible de nord-ouest
Etangs du Grand Bagnas - PB3 Piezo;26/06/2025;14:01;;160.7;;OFL;29.5;;;;;;;0.91;;;;;vent faible de nord-ouest
Etangs du Grand Bagnas - PB3;26/06/2025;14:01;;;;;;;;;;;;;0;;;;vent faible de nord-ouest
Etangs du Grand Bagnas - Rieu nord piezo;26/06/2025;11:57;;100;;OFL;27.9;;;;;;;1.055;;;;;vent faible de nord-ouest
Etangs du Grand Bagnas - Rieu nord;26/06/2025;11:57;;89.4;65;;31.4;;;6.36;85;0.33;;;;10;;;vent faible de nord-ouest
Etangs du Grand Bagnas - PB4 piezo;26/06/2025;14:21;;120.9;;OFL;28.9;;;;;;;1.21;;;;;vent faible de nord-ouest
Etangs du Grand Bagnas - PB4;26/06/2025;14:21;;;;;;;;;;;;;0;;;;vent faible de nord-ouest
Etangs du Grand Bagnas - Mare pelo - 3 piezo;26/06/2025;14:37;;3.69;2;;25.6;;;;;;;1.16;;;;;vent faible de nord-ouest
Etangs du Grand Bagnas - Mare pelo - 3;26/06/2025;14:37;;;;;;;;;;;;;0;;;;vent faible de nord-ouest
Etangs du Grand Bagnas - Mare pelo Piezo;26/06/2025;15:09;;41.2;26.9;;32.3;;;;;;;0.99;;;;;vent faible de nord-ouest
Etangs du Grand Bagnas - Mare aux pelobates;26/06/2025;15:09;;64;43.6;;33.4;;;15.36;214;-0.01;;;;20;;;vent faible de nord-ouest
Etangs du Grand Bagnas - canal du midi martelliere;06/06/2025;08:29;;1.125;0.3;;23.7;;;;;;;-0.1;;10;;;vent faible de sud-est_sonde O2 HS
Etangs du Grand Bagnas - EID Piezo;06/06/2025;08:52;;26.7;16.2;;20.3;;;;;;;0.7;;;;;vent faible de sud-est_sonde O2 HS
Etangs du Grand Bagnas - EID;06/06/2025;08:53;;2.91;1.4;;20;;;;;;;0.165;;20;;;vent faible de sud-est_sonde O2 HS
Etangs du Grand Bagnas - echelleGB2piezo;06/06/2025;09:05;;30.04;18.5;;22.8;;;;;;;0.38;;;;;vent faible de sud-est_sonde O2 HS
Etangs du Grand Bagnas - echelleGB2;06/06/2025;09:06;;7.5;4.1;;22.9;;;;;;;0.375;;20;;;vent faible de sud-est_sonde O2 HS
